cohortDefinitionId,analysisId,conceptId,name,n,pct,timeWindow,database
1003,202,139841,Chronic frontal sinusitis,11,0.00528592023065833,365_1,synpuf
1003,202,195926,Slowing of urinary stream,19,0.00913022585295531,365_1,synpuf
1003,202,78267,Closed anterior dislocation of humerus,4,0.00192215281114848,365_1,synpuf
1003,202,197493,Hepatitis D superinfection of hepatitis B carrier,3,0.00144161460836136,365_1,synpuf
1003,202,193429,Leukemic reticuloendotheliosis of intra-abdominal lymph nodes,1,4.805382027871216e-4,365_1,synpuf
1003,202,201341,Incisional hernia with obstruction,7,0.00336376741950985,365_1,synpuf
1003,202,200762,Autoimmune hepatitis,1,4.805382027871216e-4,365_1,synpuf
1003,202,134386,Gingival recession,1,4.805382027871216e-4,365_1,synpuf
1003,202,254514,Contusion of lung without open wound into thorax,2,9.610764055742432e-4,365_1,synpuf
1003,202,75555,Viral labyrinthitis,4,0.00192215281114848,365_1,synpuf
1003,202,318521,Displacement of thoracic intervertebral disc without myelopathy,40,0.01922152811148486,365_1,synpuf
1003,202,76611,Injury of shoulder region,16,0.00768861124459394,365_1,synpuf
1003,202,440979,Acquired hemolytic anemia,17,0.00816914944738106,365_1,synpuf
1003,202,4345578,Rhabdomyolysis,20,0.00961076405574243,365_1,synpuf
1003,202,377252,Neurofibromatosis type 1,1,4.805382027871216e-4,365_1,synpuf
1003,202,433885,Closed supracondylar fracture of humerus,1,4.805382027871216e-4,365_1,synpuf
1003,202,134597,Chronic leukemia in remission,1,4.805382027871216e-4,365_1,synpuf
1003,202,378735,Migraine without aura,16,0.00768861124459394,365_1,synpuf
1003,202,432789,Opioid analgesic adverse reaction,2,9.610764055742432e-4,365_1,synpuf
1003,202,436541,Closed fracture of ulna,2,9.610764055742432e-4,365_1,synpuf
1003,202,196650,Leukemic reticuloendotheliosis of intrapelvic lymph nodes,1,4.805382027871216e-4,365_1,synpuf
1003,202,73300,Radial styloid tenosynovitis,11,0.00528592023065833,365_1,synpuf
1003,202,315069,Congenital heart block,1,4.805382027871216e-4,365_1,synpuf
1003,202,43531027,Mononeuropathy of upper limb,11,0.00528592023065833,365_1,synpuf
1003,202,139057,Disorder of oral soft tissues,10,0.00480538202787121,365_1,synpuf
1003,202,200670,Benign neoplasm of male genital organ,7,0.00336376741950985,365_1,synpuf
1003,202,43530687,Dysarthria as late effects of cerebrovascular disease,2,9.610764055742432e-4,365_1,synpuf
1003,202,196168,Irregular periods,3,0.00144161460836136,365_1,synpuf
1003,202,375257,profound impairment,1,4.805382027871216e-4,365_1,synpuf
1003,202,436386,Severe depressed bipolar I disorder with psychotic features,16,0.00768861124459394,365_1,synpuf
1003,202,44783618,Heritable pulmonary arterial hypertension,36,0.01729937530033637,365_1,synpuf
1003,202,138283,Closed dislocation of sacrum,6,0.00288322921672272,365_1,synpuf
1003,202,441284,Open-angle glaucoma,46,0.02210475732820759,365_1,synpuf
1003,202,439715,Active vestibular Ménière's disease,7,0.00336376741950985,365_1,synpuf
1003,202,432865,Acute exacerbation of subchronic schizoaffective schizophrenia,3,0.00144161460836136,365_1,synpuf
1003,202,77081,Tibialis tendinitis,18,0.00864968765016818,365_1,synpuf
1003,202,76467,Congenital hypoplasia of breast,2,9.610764055742432e-4,365_1,synpuf
1003,202,315469,Coxsackie pericarditis,1,4.805382027871216e-4,365_1,synpuf
1003,202,136865,Injury of radial nerve,3,0.00144161460836136,365_1,synpuf
1003,202,73153,Malignant neoplasm of lateral wall of urinary bladder,11,0.00528592023065833,365_1,synpuf
1003,202,140168,Psoriasis,1,4.805382027871216e-4,365_1,synpuf
1003,202,379805,Myopia,19,0.00913022585295531,365_1,synpuf
1003,202,4093193,Elbow stiff,6,0.00288322921672272,365_1,synpuf
1003,202,441063,Acute gastrojejunal ulcer with hemorrhage and obstruction,5,0.0024026910139356,365_1,synpuf
1003,202,134780,Closed traumatic dislocation of metatarsal joint,2,9.610764055742432e-4,365_1,synpuf
1003,202,74052,Labyrinthitis,12,0.00576645843344545,365_1,synpuf
1003,202,436843,Open wound of cochlea with complication,1,4.805382027871216e-4,365_1,synpuf
1003,202,26514,Laryngeal web,1,4.805382027871216e-4,365_1,synpuf
1003,202,441264,Primary thrombocytopenia,19,0.00913022585295531,365_1,synpuf
1003,202,438428,Stromal corneal dystrophy,1,4.805382027871216e-4,365_1,synpuf
1003,202,432463,Closed fracture of acromial end of clavicle,1,4.805382027871216e-4,365_1,synpuf
1003,202,439790,Psychalgia,10,0.00480538202787121,365_1,synpuf
1003,202,438740,Peripheral focal retinitis AND retinochoroiditis,1,4.805382027871216e-4,365_1,synpuf
1003,202,4117722,Villonodular synovitis of wrist,4,0.00192215281114848,365_1,synpuf
1003,202,256449,Bronchiectasis,48,0.02306583373378183,365_1,synpuf
1003,202,316814,Hyperventilation,32,0.01537722248918789,365_1,synpuf
1003,202,440080,Narcissistic personality disorder,1,4.805382027871216e-4,365_1,synpuf
1003,202,434005,Morbid obesity,71,0.03411821239788563,365_1,synpuf
1003,202,201617,Prostatic cyst,14,0.0067275348390197,365_1,synpuf
1003,202,4121332,Aleukemic leukemia,2,9.610764055742432e-4,365_1,synpuf
1003,202,4001965,Infection of multiple bones,1,4.805382027871216e-4,365_1,synpuf
1003,202,436841,Intracranial hemorrhage following injury without intracranial wound AND with moderate loss of consciousness,1,4.805382027871216e-4,365_1,synpuf
1003,202,377844,Status migrainosus,38,0.01826045170591062,365_1,synpuf
1003,202,73564,Full thickness rotator cuff tear,34,0.01633829889476213,365_1,synpuf
1003,202,437243,Acute exacerbation of chronic paranoid schizophrenia,11,0.00528592023065833,365_1,synpuf
1003,202,4110815,"Sensorineural hearing loss, bilateral",31,0.01489668428640076,365_1,synpuf
1003,202,381001,Subjective visual disturbance,5,0.0024026910139356,365_1,synpuf
1003,202,435532,Episodic chronic alcoholism,2,9.610764055742432e-4,365_1,synpuf
1003,202,318437,Malignant secondary hypertension,4,0.00192215281114848,365_1,synpuf
1003,202,137053,Seborrheic dermatitis,18,0.00864968765016818,365_1,synpuf
1003,202,139900,Urticaria,16,0.00768861124459394,365_1,synpuf
1003,202,440704,Chronic pain syndrome,43,0.02066314271984622,365_1,synpuf
1003,202,4100524,"Nondependent hypnotic or anxiolytic abuse, continuous",2,9.610764055742432e-4,365_1,synpuf
1003,202,76507,Villonodular synovitis of the pelvic region and thigh,1,4.805382027871216e-4,365_1,synpuf
1003,202,44783165,Pressure ulcer of upper back,7,0.00336376741950985,365_1,synpuf
1003,202,375552,Pterygium,6,0.00288322921672272,365_1,synpuf
1003,202,79915,Hemarthrosis of hand,3,0.00144161460836136,365_1,synpuf
1003,202,438699,Primary malignant neoplasm of rectosigmoid junction,20,0.00961076405574243,365_1,synpuf
1003,202,380995,Neuromyelitis optica,1,4.805382027871216e-4,365_1,synpuf
1003,202,26213,Congenital salivary gland fistula,1,4.805382027871216e-4,365_1,synpuf
1003,202,435217,Paranoid schizophrenia in remission,6,0.00288322921672272,365_1,synpuf
1003,202,442187,Chronic paroxysmal hemicrania,3,0.00144161460836136,365_1,synpuf
1003,202,372887,Disorder of brain,66,0.03171552138395002,365_1,synpuf
1003,202,4228940,"Non-A, non-B, non-C hepatitis",4,0.00192215281114848,365_1,synpuf
1003,202,316437,Cerebral atherosclerosis,32,0.01537722248918789,365_1,synpuf
1003,202,432672,Fissure of nipple,8,0.00384430562229697,365_1,synpuf
1003,202,4181482,Malignant neoplasm of spinal meninges,1,4.805382027871216e-4,365_1,synpuf
1003,202,81186,Contusion of wrist,8,0.00384430562229697,365_1,synpuf
1003,202,77178,Contusion of multiple sites of upper limb,1,4.805382027871216e-4,365_1,synpuf
1003,202,40481043,Acute on chronic diastolic heart failure,33,0.01585776069197501,365_1,synpuf
1003,202,197304,Ulcer of lower extremity,63,0.03027390677558866,365_1,synpuf
1003,202,372604,Movement disorder,10,0.00480538202787121,365_1,synpuf
1003,202,73291,Palindromic rheumatism of ankle and/or foot,2,9.610764055742432e-4,365_1,synpuf
1003,202,132852,Leukemic reticuloendotheliosis of extranodal AND/OR solid organ site,3,0.00144161460836136,365_1,synpuf
1003,202,434782,Closed fracture of tibia AND fibula,4,0.00192215281114848,365_1,synpuf
1003,202,376117,Cataract in degenerative disorder,20,0.00961076405574243,365_1,synpuf
1003,202,433222,"Thoracoabdominal aortic aneurysm, ruptured",3,0.00144161460836136,365_1,synpuf
1003,202,312653,Acute myocarditis,3,0.00144161460836136,365_1,synpuf
1003,202,441259,Non-thrombocytopenic purpura,6,0.00288322921672272,365_1,synpuf
1003,202,379832,Mixed conductive AND sensorineural hearing loss,7,0.00336376741950985,365_1,synpuf
1003,202,443431,Disorder of menstruation,9,0.00432484382508409,365_1,synpuf
1003,202,72418,Scoliosis deformity of spine,1,4.805382027871216e-4,365_1,synpuf
1003,202,381575,Disorder of external ear,4,0.00192215281114848,365_1,synpuf
1003,202,29056,Sialoadenitis,3,0.00144161460836136,365_1,synpuf
1003,202,440736,Endocarditis associated with another disorder,7,0.00336376741950985,365_1,synpuf
1003,202,23789,Pharynx or nasopharynx cyst,3,0.00144161460836136,365_1,synpuf
1003,202,139132,Diastematomyelia,1,4.805382027871216e-4,365_1,synpuf
1003,202,40481354,Speech and language deficit as late effect of cerebrovascular accident,5,0.0024026910139356,365_1,synpuf
1003,202,321109,Congenital anomaly of coronary artery,10,0.00480538202787121,365_1,synpuf
1003,202,438530,Ossification of posterior longitudinal ligament in cervical region,18,0.00864968765016818,365_1,synpuf
1003,202,437128,Closed traumatic dislocation of interphalangeal joint of toe,1,4.805382027871216e-4,365_1,synpuf
1003,202,434143,Anophthalmos,1,4.805382027871216e-4,365_1,synpuf
1003,202,444058,Open wound of ossicles with complication,1,4.805382027871216e-4,365_1,synpuf
1003,202,40489907,Sepsis due to Staphylococcus aureus,13,0.00624699663623258,365_1,synpuf
1003,202,74470,Congenital anomaly of upper limb,1,4.805382027871216e-4,365_1,synpuf
1003,202,434340,Developmental arithmetic disorder,2,9.610764055742432e-4,365_1,synpuf
1003,202,78235,Disorder of coccyx,52,0.02498798654493032,365_1,synpuf
1003,202,433225,Ventricular flutter,8,0.00384430562229697,365_1,synpuf
1003,202,78507,Pathological dislocation of shoulder region,2,9.610764055742432e-4,365_1,synpuf
1003,202,374023,Epilepsia partialis continua,17,0.00816914944738106,365_1,synpuf
1003,202,432630,Juxtapapillary focal retinitis AND retinochoroiditis,1,4.805382027871216e-4,365_1,synpuf
1003,202,436839,Closed fracture of metacarpal bone,6,0.00288322921672272,365_1,synpuf
1003,202,438477,Atrophy of testis,2,9.610764055742432e-4,365_1,synpuf
1003,202,433734,Acute exacerbation of chronic latent schizophrenia,5,0.0024026910139356,365_1,synpuf
1003,202,4093672,Knee stiff,27,0.01297453147525228,365_1,synpuf
1003,202,375527,Headache disorder,5,0.0024026910139356,365_1,synpuf
1003,202,81237,Primary malignant neoplasm of upper limb bones and scapula,1,4.805382027871216e-4,365_1,synpuf
1003,202,138526,Compartment syndrome of lower limb,9,0.00432484382508409,365_1,synpuf
1003,202,319793,Congenital central hypoventilation,1,4.805382027871216e-4,365_1,synpuf
1003,202,136367,Erythroleukemia in remission,1,4.805382027871216e-4,365_1,synpuf
1003,202,432249,Infection due to Toxocara,1,4.805382027871216e-4,365_1,synpuf
1003,202,194152,Renal agenesis and dysgenesis,2,9.610764055742432e-4,365_1,synpuf
1003,202,81382,Pigmented villonodular synovitis,4,0.00192215281114848,365_1,synpuf
1003,202,4128219,Urate nephropathy,2,9.610764055742432e-4,365_1,synpuf
1003,202,373127,Herpes simplex disciform keratitis,3,0.00144161460836136,365_1,synpuf
1003,202,40479606,Septic pulmonary embolism,8,0.00384430562229697,365_1,synpuf
1003,202,4196636,Dysarthria,2,9.610764055742432e-4,365_1,synpuf
1003,202,438188,Gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,2,9.610764055742432e-4,365_1,synpuf
1003,202,437649,"Periostitis without osteomyelitis, of the hand",1,4.805382027871216e-4,365_1,synpuf
1003,202,4181251,Finding of wrist joint,3,0.00144161460836136,365_1,synpuf
1003,202,197645,Rupture of tendon of foot and ankle,8,0.00384430562229697,365_1,synpuf
1003,202,4178970,Malignant neoplasm of labia majora,1,4.805382027871216e-4,365_1,synpuf
1003,202,379953,Open wound of ear without complication,2,9.610764055742432e-4,365_1,synpuf
1003,202,436373,Developmental speech disorder,3,0.00144161460836136,365_1,synpuf
1003,202,44782718,Acute combined systolic and diastolic heart failure,33,0.01585776069197501,365_1,synpuf
1003,202,135777,Neoplasm of uncertain behavior of skin,179,0.08601633829889477,365_1,synpuf
1003,202,434929,Total internal ophthalmoplegia,2,9.610764055742432e-4,365_1,synpuf
1003,202,136834,Closed intertrochanteric fracture,33,0.01585776069197501,365_1,synpuf
1003,202,376065,Disorder of nervous system due to type 2 diabetes mellitus,168,0.08073041806823643,365_1,synpuf
1003,202,40482226,Atopic dermatitis due to animal dander,3,0.00144161460836136,365_1,synpuf
1003,202,77650,Aseptic necrosis of bone,28,0.0134550696780394,365_1,synpuf
1003,202,4109883,"Esophageal varices without bleeding, associated with another disorder",12,0.00576645843344545,365_1,synpuf
1003,202,200338,Nodular lymphoma of intra-abdominal lymph nodes,1,4.805382027871216e-4,365_1,synpuf
1003,202,4100366,Acute exacerbation of chronic schizophrenia,10,0.00480538202787121,365_1,synpuf
1003,202,435207,"Nodular lymphoma of lymph nodes of head, face and neck",2,9.610764055742432e-4,365_1,synpuf
1003,202,139912,Spondylosis with myelopathy,17,0.00816914944738106,365_1,synpuf
1003,202,4165091,Lack of exercise,5,0.0024026910139356,365_1,synpuf
1003,202,433495,"Conductive hearing loss, bilateral",2,9.610764055742432e-4,365_1,synpuf
1003,202,76508,Infective myositis,10,0.00480538202787121,365_1,synpuf
1003,202,439847,Intracranial hemorrhage,16,0.00768861124459394,365_1,synpuf
1003,202,321042,Cardiac arrest,31,0.01489668428640076,365_1,synpuf
1003,202,73090,Contusion of foot,11,0.00528592023065833,365_1,synpuf
1003,202,195012,Intermenstrual bleeding - irregular,3,0.00144161460836136,365_1,synpuf
1003,202,261883,Empyema with fistula,15,0.00720807304180682,365_1,synpuf
1003,202,73341,Closed fracture of head of radius,6,0.00288322921672272,365_1,synpuf
1003,202,432898,Severe intellectual disability,6,0.00288322921672272,365_1,synpuf
1003,202,4323193,Disorder of wrist joint,3,0.00144161460836136,365_1,synpuf
1003,202,261255,Benign neoplasm of bronchus and lung,5,0.0024026910139356,365_1,synpuf
1003,202,201965,Shock,17,0.00816914944738106,365_1,synpuf
1003,202,72407,Effusion of joint of shoulder region,8,0.00384430562229697,365_1,synpuf
1003,202,137520,Chronic thyroiditis,10,0.00480538202787121,365_1,synpuf
1003,202,433471,Retinal neovascularization,13,0.00624699663623258,365_1,synpuf
1003,202,192731,Digestive symptom,31,0.01489668428640076,365_1,synpuf
1003,202,138102,Benign neoplasm of skin,3,0.00144161460836136,365_1,synpuf
1003,202,379012,Monoplegia of upper limb,1,4.805382027871216e-4,365_1,synpuf
1003,202,78508,Arthralgia of the ankle and/or foot,111,0.05333974050937049,365_1,synpuf
1003,202,442173,Secondary malignant neoplasm of spleen,5,0.0024026910139356,365_1,synpuf
1003,202,438595,Subdural hemorrhage following injury without open intracranial wound AND with no loss of consciousness,1,4.805382027871216e-4,365_1,synpuf
1003,202,435193,Reticulosarcoma of intrathoracic lymph nodes,1,4.805382027871216e-4,365_1,synpuf
1003,202,194407,Fistula of bile duct,1,4.805382027871216e-4,365_1,synpuf
1003,202,81713,Carpal joint sprain,4,0.00192215281114848,365_1,synpuf
1003,202,133566,Necrotizing fasciitis,7,0.00336376741950985,365_1,synpuf
1003,202,433490,Posterior corneal pigmentation,1,4.805382027871216e-4,365_1,synpuf
1003,202,136788,Spinal stenosis of lumbar region,197,0.09466602594906295,365_1,synpuf
1003,202,380714,Minor opacity of cornea,5,0.0024026910139356,365_1,synpuf
1003,202,4295287,Hypercoagulability state,24,0.01153291686689091,365_1,synpuf
1003,202,4300442,Solar erythema,1,4.805382027871216e-4,365_1,synpuf
1003,202,40480944,Spastic hemiplegia of dominant side,5,0.0024026910139356,365_1,synpuf
1003,202,381537,Organic anxiety disorder,7,0.00336376741950985,365_1,synpuf
1003,202,380038,Viral conjunctivitis,2,9.610764055742432e-4,365_1,synpuf
1003,202,435510,Hypocalcemia,23,0.01105237866410379,365_1,synpuf
1003,202,315273,Mitral valve stenosis,18,0.00864968765016818,365_1,synpuf
1003,202,195501,Polycystic ovaries,1,4.805382027871216e-4,365_1,synpuf
1003,202,4005743,Female sterility,1,4.805382027871216e-4,365_1,synpuf
1003,202,442610,Degenerative AND/OR vascular disorder of ear,8,0.00384430562229697,365_1,synpuf
1003,202,443506,Bromine compound poisoning,1,4.805382027871216e-4,365_1,synpuf
1003,202,4114765,Transient arthropathy-knee,3,0.00144161460836136,365_1,synpuf
1003,202,4069182,Ebstein's anomaly,1,4.805382027871216e-4,365_1,synpuf
1003,202,374882,Benign connective tissue neoplasm,11,0.00528592023065833,365_1,synpuf
1003,202,73089,Contusion of buttock,3,0.00144161460836136,365_1,synpuf
1003,202,438297,"Mechanical complication of cardiac device, implant AND/OR graft",11,0.00528592023065833,365_1,synpuf
1003,202,78162,Peripheral vertigo,15,0.00720807304180682,365_1,synpuf
1003,202,437116,Closed fracture of distal end of radius,26,0.01249399327246516,365_1,synpuf
1003,202,435850,Cyst of jaw,3,0.00144161460836136,365_1,synpuf
1003,202,194091,Calculus in urethra,2,9.610764055742432e-4,365_1,synpuf
1003,202,434784,Closed traumatic dislocation of first cervical vertebra,1,4.805382027871216e-4,365_1,synpuf
1003,202,4267555,Blister of skin without infection,1,4.805382027871216e-4,365_1,synpuf
1003,202,378139,Flat retinoschisis,3,0.00144161460836136,365_1,synpuf
1003,202,4273095,Acute tracheitis without obstruction,5,0.0024026910139356,365_1,synpuf
1003,202,197924,Bile duct calculus with acute cholecystitis and obstruction,7,0.00336376741950985,365_1,synpuf
1003,202,321886,Rupture of artery,6,0.00288322921672272,365_1,synpuf
1003,202,4149840,Nodular lymphoma,3,0.00144161460836136,365_1,synpuf
1003,202,194680,Acute gastric ulcer with perforation but without obstruction,1,4.805382027871216e-4,365_1,synpuf
1003,202,437514,Disorder of histidine metabolism,3,0.00144161460836136,365_1,synpuf
1003,202,73561,Loose body in joint of shoulder region,7,0.00336376741950985,365_1,synpuf
1003,202,319826,Secondary hypertension,4,0.00192215281114848,365_1,synpuf
1003,202,40481547,Dependence on ventilator,38,0.01826045170591062,365_1,synpuf
1003,202,27526,Nezelof's syndrome,2,9.610764055742432e-4,365_1,synpuf
1003,202,440849,Closed fracture of body of mandible,1,4.805382027871216e-4,365_1,synpuf
1003,202,440690,Social phobia,9,0.00432484382508409,365_1,synpuf
1003,202,81943,Rupture of flexor tendons of hand AND/OR wrist,2,9.610764055742432e-4,365_1,synpuf
1003,202,442110,Benign neoplasm of accessory sinus,5,0.0024026910139356,365_1,synpuf
1003,202,440119,Intermittent exophthalmos,1,4.805382027871216e-4,365_1,synpuf
1003,202,437758,Dependence on enabling machine or device,89,0.04276790004805382,365_1,synpuf
1003,202,374024,Reaction to spinal or lumbar puncture,1,4.805382027871216e-4,365_1,synpuf
1003,202,137443,Mechanical complication due to skin graft failure AND/OR rejection,7,0.00336376741950985,365_1,synpuf
1003,202,40479707,Neoplasm of uncertain behavior of skeletal system,7,0.00336376741950985,365_1,synpuf
1003,202,77630,Disorder of shoulder,43,0.02066314271984622,365_1,synpuf
1003,202,376434,Oval window fistula,8,0.00384430562229697,365_1,synpuf
1003,202,193493,Benign hypertensive renal disease,56,0.02691013935607881,365_1,synpuf
1003,202,75010,Fibroadenosis of breast,8,0.00384430562229697,365_1,synpuf
1003,202,4201717,Ileostomy present,8,0.00384430562229697,365_1,synpuf
1003,202,435533,"Hypnotic or anxiolytic dependence, continuous",1,4.805382027871216e-4,365_1,synpuf
1003,202,81378,Chondromalacia of patella,24,0.01153291686689091,365_1,synpuf
1003,202,315295,Congestive rheumatic heart failure,29,0.01393560788082652,365_1,synpuf
1003,202,433450,Paranoid schizophrenia,51,0.0245074483421432,365_1,synpuf
1003,202,379809,Degenerative drusen,22,0.01057184046131667,365_1,synpuf
1003,202,198568,Abdominal rigidity of left lower quadrant,6,0.00288322921672272,365_1,synpuf
1003,202,435969,"Late effect of burn of extremities, except wrist AND hand",1,4.805382027871216e-4,365_1,synpuf
1003,202,438778,Aneurysm of artery of upper extremity,2,9.610764055742432e-4,365_1,synpuf
1003,202,436311,Local anti-infective and anti-inflammatory poisoning,1,4.805382027871216e-4,365_1,synpuf
1003,202,313459,Sleep apnea,63,0.03027390677558866,365_1,synpuf
1003,202,194286,"Malignant neoplasm of corpus uteri, excluding isthmus",18,0.00864968765016818,365_1,synpuf
1003,202,438759,Descemet's membrane fold,1,4.805382027871216e-4,365_1,synpuf
1003,202,440587,Injury at C5-C7 level with central cord syndrome AND without bone injury,2,9.610764055742432e-4,365_1,synpuf
1003,202,135157,Finding of cardiovascular device,13,0.00624699663623258,365_1,synpuf
1003,202,75040,Villonodular synovitis of multiple sites,3,0.00144161460836136,365_1,synpuf
1003,202,72857,Late effect of rickets,3,0.00144161460836136,365_1,synpuf
1003,202,377210,Herpes simplex dendritic keratitis,1,4.805382027871216e-4,365_1,synpuf
1003,202,200138,Hyperplasia of renal artery,4,0.00192215281114848,365_1,synpuf
1003,202,435646,Congenital anomaly of pulmonary artery,1,4.805382027871216e-4,365_1,synpuf
1003,202,440409,Disorder of orbit proper,1,4.805382027871216e-4,365_1,synpuf
1003,202,440676,Neoplasm of uncertain behavior of brain and spinal cord,5,0.0024026910139356,365_1,synpuf
1003,202,4201387,Tracheostomy present,9,0.00432484382508409,365_1,synpuf
1003,202,433565,Juvenile osteochondrosis of spine,8,0.00384430562229697,365_1,synpuf
1003,202,439926,Malaise and fatigue,648,0.31138875540605476,365_1,synpuf
1003,202,4100540,Carcinoid bronchial adenoma,12,0.00576645843344545,365_1,synpuf
1003,202,375275,Hypertropia,3,0.00144161460836136,365_1,synpuf
1003,202,77392,Open fracture of eight OR more ribs,3,0.00144161460836136,365_1,synpuf
1003,202,4038835,Hodgkin's disease,2,9.610764055742432e-4,365_1,synpuf
1003,202,440221,Open skull fracture without intracranial injury,2,9.610764055742432e-4,365_1,synpuf
1003,202,77638,Displacement of intervertebral disc without myelopathy,43,0.02066314271984622,365_1,synpuf
1003,202,200675,Neoplasm of uncertain behavior of ovary,4,0.00192215281114848,365_1,synpuf
1003,202,75337,Cellulitis and abscess of buttock,19,0.00913022585295531,365_1,synpuf
1003,202,444247,Venous thrombosis,67,0.03219605958673714,365_1,synpuf
1003,202,373461,Leukocoria,1,4.805382027871216e-4,365_1,synpuf
1003,202,196217,Congenital anomaly of diaphragm,1,4.805382027871216e-4,365_1,synpuf
1003,202,376420,"Tympanosclerosis involving tympanic membrane, ear ossicles AND middle ear",2,9.610764055742432e-4,365_1,synpuf
1003,202,80493,Ankylosis of joint,9,0.00432484382508409,365_1,synpuf
1003,202,138225,Disorder of sebaceous gland,37,0.0177799135031235,365_1,synpuf
1003,202,373962,Tabes dorsalis,3,0.00144161460836136,365_1,synpuf
1003,202,436409,Abnormal pupil,2,9.610764055742432e-4,365_1,synpuf
1003,202,193518,Intestinal obstruction,61,0.02931283037001441,365_1,synpuf
1003,202,317307,Idiopathic myocarditis,3,0.00144161460836136,365_1,synpuf
1003,202,40479589,Takotsubo cardiomyopathy,8,0.00384430562229697,365_1,synpuf
1003,202,4103642,Amputated toe,7,0.00336376741950985,365_1,synpuf
1003,202,72990,Localized osteoarthrosis uncertain if primary OR secondary,208,0.0999519461797213,365_1,synpuf
1003,202,4201390,Colostomy present,7,0.00336376741950985,365_1,synpuf
1003,202,378135,Facial nerve disorder,11,0.00528592023065833,365_1,synpuf
1003,202,201045,Thrombosed external hemorrhoids,2,9.610764055742432e-4,365_1,synpuf
1003,202,436421,"Mixed conductive and sensorineural hearing loss, bilateral",1,4.805382027871216e-4,365_1,synpuf
1003,202,78273,Closed fracture of multiple ribs,4,0.00192215281114848,365_1,synpuf
1003,202,440371,Disorder of immune function,2,9.610764055742432e-4,365_1,synpuf
1003,202,194847,Mechanical complication due to urethral indwelling catheter,2,9.610764055742432e-4,365_1,synpuf
1003,202,444371,Abrasion and/or friction burn of finger without infection,3,0.00144161460836136,365_1,synpuf
1003,202,441460,Late effect of sprain AND/OR strain without tendon injury,3,0.00144161460836136,365_1,synpuf
1003,202,316429,Premature beats,131,0.06295050456511293,365_1,synpuf
1003,202,443565,Carcinoid tumor of gastrointestinal tract,4,0.00192215281114848,365_1,synpuf
1003,202,313878,Respiratory symptom,355,0.17059106198942817,365_1,synpuf
1003,202,373356,Open wound of multiple sites of ear with complication,1,4.805382027871216e-4,365_1,synpuf
1003,202,437831,"Recurrent manic episodes, in full remission",9,0.00432484382508409,365_1,synpuf
1003,202,439416,Acute graft-versus-host disease,1,4.805382027871216e-4,365_1,synpuf
1003,202,197378,Overflow incontinence of urine,11,0.00528592023065833,365_1,synpuf
1003,202,196061,Benign neoplasm of stomach,25,0.01201345506967803,365_1,synpuf
1003,202,132617,Diplegic cerebral palsy,1,4.805382027871216e-4,365_1,synpuf
1003,202,80175,"Arthropathy associated with mycoses, of the shoulder region",1,4.805382027871216e-4,365_1,synpuf
1003,202,437529,Mixed bipolar I disorder in partial remission,13,0.00624699663623258,365_1,synpuf
1003,202,313792,Paroxysmal tachycardia,65,0.0312349831811629,365_1,synpuf
1003,202,79908,Muscle weakness,140,0.06727534839019703,365_1,synpuf
1003,202,379009,Retinopathy of prematurity stage 3 - ridge with extraretinal fibrovascular proliferation,3,0.00144161460836136,365_1,synpuf
1003,202,432890,Microaneurysm of retinal artery,5,0.0024026910139356,365_1,synpuf
1003,202,377604,Hepatic coma,1,4.805382027871216e-4,365_1,synpuf
1003,202,375545,Cataract,115,0.05526189332051898,365_1,synpuf
1003,202,77960,Joint finding,8,0.00384430562229697,365_1,synpuf
1003,202,75344,Intervertebral disc disorder,30,0.01441614608361364,365_1,synpuf
1003,202,444200,Neoplasm of nervous system,3,0.00144161460836136,365_1,synpuf
1003,202,443739,Disease due to Rickettsia,1,4.805382027871216e-4,365_1,synpuf
1003,202,197675,Incontinence of feces,1,4.805382027871216e-4,365_1,synpuf
1003,202,24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",10,0.00480538202787121,365_1,synpuf
1003,202,435459,Staphylococcal infectious disease,9,0.00432484382508409,365_1,synpuf
1003,202,436671,Carcinoma in situ of anal canal,2,9.610764055742432e-4,365_1,synpuf
1003,202,132412,Post-laminectomy syndrome,24,0.01153291686689091,365_1,synpuf
1003,202,381279,Tetanic cataract,10,0.00480538202787121,365_1,synpuf
1003,202,441077,Stenosis of cervix,2,9.610764055742432e-4,365_1,synpuf
1003,202,375067,Microphthalmos associated with other anomalies of eye AND/OR adnexa,1,4.805382027871216e-4,365_1,synpuf
1003,202,137945,Pressure ulcer stage 2,14,0.0067275348390197,365_1,synpuf
1003,202,74182,Open fracture of ischium,1,4.805382027871216e-4,365_1,synpuf
1003,202,314958,Benign secondary hypertension,5,0.0024026910139356,365_1,synpuf
1003,202,433149,Primary malignant neoplasm of cerebellum,1,4.805382027871216e-4,365_1,synpuf
1003,202,137005,Tracheostomy complication,9,0.00432484382508409,365_1,synpuf
1003,202,373475,not specified,1,4.805382027871216e-4,365_1,synpuf
1003,202,440239,Closed traumatic dislocation of second cervical vertebra,2,9.610764055742432e-4,365_1,synpuf
1003,202,137991,Sick-euthyroid syndrome,6,0.00288322921672272,365_1,synpuf
1003,202,372915,Postinflammatory optic atrophy,1,4.805382027871216e-4,365_1,synpuf
1003,202,196159,Old laceration of muscles of pelvic floor,2,9.610764055742432e-4,365_1,synpuf
